p_archivos,ej5,ej6
78,171929055,85837654
79,170393320,81028444
80,173356033,83575568
81,184473096,101553809
82,219080601,99536347
83,191514579,92222809
84,209268719,95133584
85,190563300,94085158
86,190900083,93964994
87,192419647,95712692
88,203838780,92860416
89,219315773,96818869
90,222302837,98215635
91,182601266,92805768
92,224875181,96830061
93,183295276,94960909
94,195701979,77354489
95,179655566,82710162
96,170659573,83714745
97,201590705,87935459
98,169683777,83079849
99,187047674,82191033
100,179604912,82178038
1,182005974,177465996
2,119399405,134626753
3,95760659,112235599
4,84141535,97337363
5,89021812,92650317
6,94165116,96752428
7,102451880,92116714
8,106091737,94388427
9,108830771,94141987
10,103101526,91936136
11,107132171,77797418
12,92385719,71761952
13,96381921,74624920
14,97011275,77940916
15,100441798,78046845
16,100860099,73650033
17,103028086,74399021
18,104736569,72719349
19,107061988,76583926
20,112264328,76819831
21,115319838,76935563
22,119529171,76332779
23,115233500,74655097
24,116233213,73102675
25,132581897,72276452
26,120386944,72217533
27,124645405,73805268
28,147127431,74852957
29,126740055,76550046
30,131894292,70349848
31,125140449,76564449
32,137489750,87360708
33,163654176,88557561
34,153319369,84235128
35,160586400,85517007
36,156706677,82767567
37,158821871,85825851
38,163344526,87458044
39,165250930,86695967
40,162030798,92300182
41,171097374,85593165
42,183049302,86557895
43,163735150,86875204
44,161698280,85276915
45,163887478,85229845
46,183487460,84541967
47,165437525,81747699
48,156930368,66729249
49,144478000,72450502
50,149983878,70090431
51,144969547,70872878
52,153045031,72022971
53,157173126,71909213
54,143253087,71491841
55,136788023,73409307
56,146468959,68908932
57,148041459,73503120
58,162197471,72512407
59,153547502,70074183
60,140183735,70633447
61,155183309,72170645
62,147267619,72288650
63,157440117,75394662
64,149790183,73010440
65,146362718,73745096
66,163800408,83122929
67,171844106,87120061
68,175698171,85516568
69,188778370,80961508
70,176742989,90075231
71,185551727,98900480
72,174849502,79791118
73,167594526,85795765
74,173413439,78259262
75,179401600,83479818
76,176437545,86461992
77,173535648,86423859
78,159683209,80972883
79,184898364,83155764
80,189953643,86006353
81,163903149,70008601
82,155468020,74638304
83,158312221,70855380
84,147275700,69568083
85,160072848,71987496
86,161956718,75220171
87,161060621,73730914
88,142560904,75470407
89,149580217,72893875
90,156758642,69760315
91,152754266,69238725
92,151872194,69006861
93,148611691,74940505
94,151893177,70423323
95,148759248,67766858
96,159752712,72623663
97,144198458,72396290
98,161374467,70377790
99,187734960,82916701
100,174909063,89813491
1,176355537,181326025
2,115793061,135751117
3,95509153,118224430
4,85449342,100365733
5,100507870,99254496
6,97761348,95341702
7,123200528,93277558
8,99873152,89069185
9,106804890,89652885
10,129111018,86204752
11,106540529,91820456
12,115327069,91804859
13,132104888,92490913
14,117973250,87145315
15,116950616,90553830
16,116197009,76259376
17,134816974,73094428
18,107321918,78636641
19,108914720,76939260
20,115322182,72813813
21,111566427,77128921
22,135966139,73846719
23,115381203,79161583
24,116002084,73942297
25,116819346,76993009
26,118595195,73030291
27,123795300,71700590
28,124759082,71966646
29,133168361,73847414
30,138701198,71224840
31,147910697,73177484
32,129079945,75238592
33,131138601,75701405
34,138542192,77296907
35,149731166,73100828
36,146717862,88339906
37,160049915,84863902
38,167989848,93475921
39,166153499,85566357
40,173929149,85255511
41,171946574,88601750
42,164897884,81248402
43,180213828,87180354
44,170128803,86119806
45,176564192,85800428
46,169144757,82126507
47,166770675,80795543
48,173617715,86374097
49,162020777,81876777
50,176048414,87514801
51,187560046,83506856
52,223275332,123448173
53,223659313,122200994
54,235961815,117080448
55,226350919,120235982
56,228133277,118490750
57,262321291,119574362
58,255236103,119388073
59,233028513,114642577
60,264171654,118501798
61,221870634,115760230
62,236404940,119338302
63,205086322,102760066
64,195238892,95324083
65,184952341,92418557
66,191847200,95480632
67,195298942,91417652
68,186335019,100079319
69,191707318,94620728
70,217047919,91068497
71,189075449,95700056
72,185396619,95387355
73,184214947,96957275
74,210425026,93844702
75,181065796,96067912
76,193077349,95543863
77,169122170,80437419
78,170002710,87270727
79,186455854,83601196
80,187942167,85656791
81,170548022,81919232
82,169601401,83092617
83,170717217,78190315
84,176159567,86274363
85,172495044,83508063
86,175659998,82229392
87,178674388,80919064
88,172138830,86580866
89,169934445,88369309
90,172785199,86203286
91,186734989,84159710
92,154462316,69491609
93,152867414,74320932
94,162257977,70140620
95,150197042,69055122
96,151649539,71432989
97,149591059,67480664
98,155378520,67891597
99,161969113,71760927
100,162356048,71877451
1,150169907,156377552
2,98521605,116522982
3,83367702,100418932
4,72429986,87866885
5,77666478,84475175
6,82613895,80627563
7,104009602,79992467
8,87687023,73640080
9,92726835,81334237
10,115665810,74129694
11,91166798,72081636
12,86617617,71023364
13,100710768,67182933
14,90904476,68841756
15,86062254,64555709
16,95328288,71438756
17,97267296,69496982
18,97406913,69004059
19,101730713,69372530
20,103030991,69380447
21,104944113,64282215
22,96711847,64907793
23,110300732,71248566
24,106201934,69457515
25,116570657,71262855
26,114141205,65253545
27,112453734,66470800
28,123825036,70352108
29,120776211,63951526
30,123609149,65764691
31,122232153,68199107
32,122751062,64177718
33,125729081,64541439
34,128127667,73701285
35,134787964,71336933
36,139604783,76813843
37,139872669,71404247
38,134856934,72285828
39,144035426,71130053
40,153548639,72820136
41,150573945,74419310
42,156136843,73345834
43,146097785,74718919
44,142601456,70462055
45,153621239,75175229
46,147759216,69715729
47,141716561,73480023
48,147616733,72747345
49,162332021,73504388
50,144712896,73177998
51,146372339,68921168
52,161043904,98326165
53,181538955,99686115
54,192724093,96256024
55,190033539,102725199
56,184440460,93365804
57,179567444,94457226
58,204079695,100407077
59,185462108,94296181
60,189089721,94260851
61,187847613,97391707
62,191346570,98048862
63,188064665,95871816
64,191994851,98271322
65,187986638,93175139
66,212948732,80254605
67,170951074,80524317
68,173104398,85398784
69,171266643,85663226
70,170875231,79287975
71,161238724,86046891
72,177032537,83032999
73,170324051,80915963
74,176809465,81327627
75,168253325,80975832
76,171216228,82275119
77,175949380,83999768
78,176023871,83137516
79,165071826,86534752
80,193385467,81811716
81,167730081,87613549
82,206538348,95760231
83,196561390,94105610
84,187498040,100997210
85,213471687,96634502
86,188715536,97071956
87,198396252,95318914
88,191242639,95447974
89,181858298,96097964
90,190052552,93670431
91,189967830,97561330
92,205198490,93643198
93,216082382,94155467
94,196958563,95577181
95,201546012,81997106
96,185770049,83604843
97,172963304,84387692
98,170296422,87284145
99,177293323,84252432
100,161047266,86925068
1,175019223,176513119
2,116963042,136972631
3,96324847,108618151
4,84915070,97436888
5,95390490,95979739
6,89586242,93637498
7,103252949,92577644
8,125129947,95899334
9,101308794,87427079
10,106725378,91780484
11,129646561,86609216
12,96035545,73543087
13,94402622,73623982
14,105230974,73662943
15,106476218,76694782
16,120378983,71099041
17,104187578,71376886
18,104199143,75468429
19,105707293,76354583
20,111774993,74530025
21,113810324,77000945
22,111564660,73187294
23,119992486,75637956
24,114836118,72013051
25,140271920,75216553
26,122275947,70388844
27,128282792,72428706
28,123786509,75897264
29,136122855,76938023
30,126730809,70903239
31,154465383,72532317
32,134793890,73512318
33,168237605,81889318
34,161124950,81776791
35,153553107,83365042
36,172625022,87774224
37,169664242,84513920
38,171918038,85456657
39,162079854,86149316
40,166727669,81972242
41,161152761,85574417
42,155371997,81276716
43,165879270,81874154
44,181731867,85131928
45,164777281,84576910
46,159837649,81456913
47,161594762,82093235
48,165436036,87238519
49,140669597,72369092
50,144906071,70710953
51,147015896,73025742
52,172995556,74775791
53,152206327,73166418
54,144965609,72952445
55,146071563,70928364
56,149258621,70878146
57,140368159,71344760
58,140083424,73745212
59,148431981,71455825
60,144645758,67100227
61,171879420,70096842
62,147574899,71638042
63,158028405,75027257
64,161072157,70238844
65,156826024,72000084
66,149636676,75581388
67,175070381,82228645
68,177802339,84590786
69,166876746,81220666
70,174338796,83203478
71,168716114,83961252
72,171312023,88040613
73,175468849,82562112
74,167945556,84019607
75,168429015,81978552
76,157366552,83759389
77,178371604,84917735
78,194252616,86759686
79,170033286,82283389
80,178446131,80623924
81,170986123,88416790
82,210156617,117436085
83,232951832,110612726
84,239241787,113875481
85,235286032,122295287
86,236371332,121418868
87,229855752,121902106
88,245987508,118393199
89,227835332,118436972
90,242475064,118965205
91,246374932,116572397
92,229691624,119895687
93,218267880,94547924
94,193709850,97576711
95,190474003,97718140
96,196927653,99550130
97,214382514,94220724
98,222245961,91766955
99,189817830,102676094
100,199395864,91351354
1,214560173,199678589
2,131762989,143140332
3,107698201,127419416
4,98088831,110371888
5,101042404,109470200
6,109022842,108444266
7,112044948,97345696
8,100461865,93575885
9,103629850,92739934
10,117512154,89938139
11,106549827,92288247
12,106612294,87143931
13,110937075,85018219
14,106728427,86581475
15,122079573,84560078
16,125954203,89801458
17,122827077,89872227
18,135696891,84569998
19,119199017,83407774
20,127664099,85226136
21,129924538,91292660
22,130350067,89205951
23,147717443,85208097
24,140108313,80010186
25,137721529,88874702
26,135071705,73403662
27,122224966,70478853
28,125234947,71931000
29,126616146,73532793
30,140915498,74379529
31,141080689,71401583
32,141199453,69602412
33,131535202,74500147
34,142892656,75578187
35,138856892,75397408
36,137731618,73890663
37,137982586,69527922
38,141319939,71386108
39,145994062,70462876
40,150054434,70984908
41,139537860,71126440
42,140613957,70909112
43,152669957,72280766
44,139959500,69701418
45,150382491,63524813
46,152883103,67567041
47,132720291,65215835
48,133092070,65017525
49,138011975,62845390
50,143775361,65991630
51,133891748,64228113
52,138067746,62920736
53,135634552,66739443
54,128096701,64987867
55,142088374,66702933
56,155503260,64248763
57,159499568,64529354
58,133866402,64422289
59,136512644,65694282
60,149937164,66589317
61,130870727,63729544
62,141815600,64441625
63,131925397,62984637
64,141569535,71612783
65,150052715,71428827
66,146144399,71963085
67,148282981,69895267
68,150279416,74820088
69,155376195,73809059
70,146412607,69881081
71,148811687,71140068
72,147894897,67894580
73,151698980,68107767
74,153246936,72385562
75,150376263,73740922
76,151116164,75166901
77,158997295,70308482
78,152728437,74891461
79,158065651,70386162
80,147845627,70750686
81,152130115,75009772
82,152067236,92762858
83,194573686,99312687
84,192629914,93982188
85,212550311,93189144
86,189044831,91932079
87,226718422,97796040
88,189676184,95458537
89,193132533,93927901
90,207473513,96180019
91,204417548,95855673
92,192391982,93493623
93,189892423,94480443
94,193726239,95013490
95,210673303,92448097
96,173989445,83872496
97,171849813,83767980
98,183928164,80149597
99,187951884,85240163
100,174774607,77780280
1,176997316,174982633
2,117382724,140175166
3,96631554,112186741
4,86153417,97954723
5,92592369,100201030
6,92372835,97202489
7,99739707,92514239
8,102733592,90430347
9,103559222,91192460
10,104417876,92097435
11,105604567,92675182
12,113368213,86444346
13,106771057,78786760
14,98048767,78862832
15,99105865,80051508
16,104284863,78106102
17,128270748,71688655
18,106965999,78207353
19,114095871,73325245
20,110259210,76383027
21,113324420,71776258
22,112004151,76300766
23,115630708,73415678
24,119490555,73809797
25,125490527,71793076
26,120698344,75180898
27,125058414,72282603
28,121037130,76437478
29,128224386,70201401
30,130189658,73262649
31,139331942,72140498
32,142376023,74476118
33,135723918,76831878
34,159238856,87301461
35,157652279,86610088
36,154603082,84702316
37,160389435,85399745
38,166341740,85359955
39,174951210,87262519
40,171125205,84618629
41,164765602,83312154
42,169620665,85643426
43,168331652,84669181
44,161426920,84467832
45,168066714,84605727
46,165136568,87324182
47,170053666,87646017
48,162431677,86020293
49,156321644,82262839
50,145318288,70286724
51,162068486,70828848
52,150061571,74383709
53,148191870,70760470
54,165576192,69694341
55,146228019,75156916
56,151831256,71744316
57,163154751,71316482
58,150108997,73460041
59,153154561,75196667
60,145994216,73903716
61,151266457,71740782
62,142214922,73381677
63,140293569,72450842
64,142429585,69855438
65,144692392,70947379
66,144077780,71391080
67,145399747,77798609
68,187096046,83342712
69,168831618,82393991
70,168628634,83986184
71,175825442,86167789
72,170768955,83356336
73,160110337,86953444
74,179205464,82962059
75,164906468,83050313
76,165204914,83816071
77,165322136,84135911
78,168282985,87514692
79,166346084,82614766
80,172610435,81112279
81,170908600,85206764
82,168428053,84411415
83,163286182,75448986
84,163007665,73535878
85,164417608,72707014
86,150854893,68480169
87,149323798,72263473
88,152133426,76376362
89,147476979,69317069
90,150719167,69067811
91,155897517,70306205
92,150831360,74890742
93,171834062,70681033
94,158583284,70356555
95,157387671,73177352
96,156621397,72774127
97,155931142,71401782
98,151155409,68513240
99,151501700,75678052
100,156599982,75573687
1,176157573,178021627
2,118239393,133438558
3,95817060,110586100
4,83842872,98576489
5,90000495,104095652
6,109617130,95322472
7,97522288,96619370
8,104409553,93512219
9,102116156,92390578
10,103070042,87690268
11,107186352,87005334
12,106009960,90665754
13,112198003,85721992
14,116906980,90539316
15,116055964,89687961
16,135026972,91378439
17,120262722,89667675
18,128603519,88464507
19,117042013,72741530
20,107429472,72711369
21,111038039,77486128
22,115734039,73905104
23,116301939,72644174
24,116998797,71117703
25,118656758,72451479
26,124068293,72063073
27,125392689,75664088
28,123820794,72738871
29,129167996,74605021
30,128971743,68355814
31,134258132,72153554
32,158475187,74268517
33,133445936,68433780
34,145452944,73476385
35,145431385,71398942
36,138939245,72848025
37,143910424,71633044
38,135486205,77605318
39,152793464,81969547
40,160958580,84477606
41,168385553,83278681
42,182902280,84923834
43,165671932,82608024
44,162585274,82908045
45,179223786,84156822
46,167988092,84540296
47,161968713,87872580
48,163514283,84819898
49,161010456,86217737
50,160789790,81179245
51,185589545,88620818
52,161238658,82165729
53,188640558,81609468
54,173598176,81413676
55,144194021,75787852
56,151498626,75903932
57,156555593,69788252
58,158844584,73372358
59,146372126,71907267
60,155526815,72071036
61,138825844,74729521
62,153758094,70821399
63,160574012,74562440
64,149186251,70109942
65,141666346,74516396
66,152504836,69794678
67,160991681,65846435
68,145943147,70445795
69,157860517,69700350
70,151551487,71423056
71,142501845,71588656
72,163535008,84568703
73,166563833,83239644
74,168753039,82402955
75,182380163,84726380
76,179425449,84716193
77,170347835,87356808
78,161707041,86439430
79,171682874,83453175
80,182546997,83810561
81,178964563,83775228
82,169856039,81479557
83,183480695,84773488
84,164002103,79966423
85,167171948,82707698
86,172923671,82727866
87,187264043,81447409
88,155597224,69676594
89,164967173,72946111
90,145977954,73826645
91,149706889,72250733
92,156311500,68906542
93,151639778,70836519
94,156584913,72197006
95,146437657,72754741
96,145891351,70452081
97,151902407,72530959
98,153260796,70716929
99,148382591,68225744
100,157676274,69423298
1,161060069,152220193
2,100166571,114853553
3,81083979,95838811
4,72708050,89702467
5,79208720,91929488
6,90396606,95692995
7,101166974,90772101
8,100204104,88260545
9,106422935,89771564
10,105187481,86335425
11,130252670,92334717
12,133347596,91370729
13,109116168,83948388
14,115878148,91170134
15,117307952,91270909
16,114085618,88864588
17,153274740,89192291
18,129781646,84310225
19,125684382,92309890
20,118905119,89158293
21,128405335,91712198
22,130876429,88780833
23,132418110,90393514
24,131894232,87188081
25,115743576,71872705
26,118459392,73258689
27,126067104,71616050
28,124072620,70822645
29,131473974,72398477
30,131166273,72005888
31,149882350,73181527
32,143178173,70430566
33,132109896,71522893
34,140590202,70824875
35,137442427,70210469
36,135071112,69587469
37,142463338,75517711
38,138860857,75844261
39,143430324,73774472
40,133138557,74646875
41,135642846,75225133
42,142220925,74008852
43,161928336,75431909
44,157474261,84935799
45,182139102,88023350
46,166235192,83114213
47,162625933,81014487
48,161253143,83765026
49,169159170,81205744
50,163495555,83058802
51,162593444,79504456
52,177176246,87493270
53,165906131,81367601
54,165793596,85374763
55,162739392,83339241
56,160871046,86517863
57,161682597,82930233
58,169957531,82716841
59,173876005,83099621
60,160532794,68722855
61,141079476,76030325
62,142919551,70968725
63,143287703,73214019
64,149611203,72479980
65,143969293,70578692
66,154931707,73121529
67,153930566,71496443
68,148984363,71188287
69,143981804,73568131
70,149204275,76919354
71,157754039,71382536
72,156295659,71097146
73,158044199,75067774
74,146239150,72222586
75,150286639,73090632
76,151389652,70836083
77,154316941,76805508
78,175067580,83181387
79,164394502,82914462
80,175695154,79816263
81,180709455,89439919
82,169311490,82563349
83,168867208,86339925
84,182619274,85197663
85,168917594,79199974
86,176543303,81706552
87,184866264,84741614
88,172227934,83117559
89,176175025,86561384
90,184137052,84414713
91,172390068,81814007
92,174820266,84509289
93,211365929,116499264
94,228968074,121685250
95,242803461,123778755
96,238251375,124253184
97,249105566,118394900
98,230856669,114452400
99,233437214,118108201
100,239975067,117691745
1,247881533,249234725
2,168773376,200653061
3,156800808,139280479
4,96612211,116258843
5,111055928,112410969
6,107536111,106195028
7,113906079,105796460
8,113869410,108788202
9,120737271,107022018
10,122690863,99496612
11,125614733,97899284
12,157566557,105158453
13,145905755,102689119
14,153734669,103865730
15,132728966,102155045
16,136450428,98212172
17,168706099,102224147
18,139036646,99948239
19,162778919,104914271
20,139374109,85331345
21,130289373,92308931
22,127356860,89277981
23,132392669,86952861
24,133736445,86932468
25,136050407,90486867
26,139489526,84227734
27,140361808,85337502
28,148750557,89219223
29,148883556,86234711
30,148406189,83601969
31,148162699,87334268
32,147805597,88520191
33,154110276,85705104
34,157867446,83034596
35,186732378,86296195
36,161314735,87535694
37,153880968,71448069
38,149035434,71924188
39,153210389,71825050
40,144550054,72852474
41,142405541,74702480
42,148714571,74096145
43,145047182,70868496
44,149702993,69152314
45,154077238,72955178
46,143189121,70258514
47,150093376,76328699
48,148277700,72761393
49,151743323,73066334
50,166895618,76121655
51,151952393,71174560
52,144483832,72570944
53,147191418,75390471
54,154506574,68941459
55,142175706,64871539
56,135045180,64744277
57,141054226,59038196
58,136345629,64981572
59,138716029,63056074
60,139486464,65967850
61,143427632,66479646
62,150985097,64040749
63,138697767,67120836
64,133485490,61456521
65,146582924,64484051
66,132982805,65950910
67,133625866,66117339
68,140978626,56315475
69,145968720,62392481
70,139652918,63858777
71,146074014,64677793
72,139822427,65529346
73,149509480,65385818
74,141281983,68187737
75,155585011,71877915
76,156274829,71605386
77,158385979,72031467
78,168560815,72977554
79,154387177,67389917
80,150224738,71104439
81,156070866,70687007
82,150227986,71697347
83,153101160,73828606
84,152157066,74059649
85,144187511,73007011
86,158741174,71862514
87,156152007,70086187
88,150184897,71589715
89,154092094,73371114
90,143238367,71605964
91,159021874,70293102
92,167582060,98514409
93,186098036,97149074
94,192870295,93408973
95,180571200,101289050
96,196298373,94350595
97,194526673,97224214
98,215833502,95731443
99,190256126,94851555
100,193966868,96058277
1,218764311,198017829
2,131984443,153571511
3,110145228,124956880
4,96794578,109510117
5,115507045,114084606
6,104773163,97284164
7,101526217,93143236
8,124132361,93060238
9,102014068,90428270
10,126752311,86394948
11,118865309,86590773
12,115966067,83579997
13,109910951,88660803
14,112143328,85751133
15,119506058,91786189
16,123433891,82574123
17,148125543,88502021
18,121590362,90770894
19,123189259,83953912
20,148180889,82433963
21,125807832,84480599
22,129753585,86087183
23,134155368,90165056
24,138782256,84402895
25,127038819,76688737
26,143075417,72968660
27,131012371,76823965
28,128836094,71417592
29,125036505,72484268
30,128892368,71609091
31,130681378,71074450
32,136637231,74954100
33,149552353,74498404
34,137756586,73272585
35,136626807,70177476
36,143155275,72932072
37,161461336,69858774
38,143215402,72512272
39,161425384,73493604
40,137375924,68783466
41,145600870,73254259
42,154644704,71957318
43,137971475,72168000
44,160283438,82585451
45,163931941,83498601
46,162117180,80996445
47,162391899,88601101
48,162302866,83252668
49,178098029,87692020
50,163847753,80196856
51,168581823,77184079
52,154925363,83203597
53,164840671,83908299
54,167097662,87469843
55,162614600,83633011
56,169347210,81511180
57,169186453,85395200
58,164872802,87688921
59,176661784,83923342
60,148085061,72156892
61,152430257,69171634
62,143242069,71052549
63,148963714,71632903
64,143060448,76479182
65,146636636,70113750
66,161230489,71963488
67,151565921,70461456
68,148657926,68480958
69,145657834,67525682
70,148466641,72289549
71,146094191,69568420
72,150876420,74224124
73,149834144,69224698
74,162979818,69348429
75,144815095,72780339
76,156555887,70668258
77,153142789,75315557
78,171215858,82647923
79,167150137,77710916
80,192695442,84560887
81,169331680,85722668
82,179911249,80763744
83,165241525,81926483
84,191047776,84582022
85,170977864,78367639
86,179175010,83825294
87,175395011,81779504
88,164477551,88903118
89,169239593,79257611
90,176212396,85668481
91,179302709,82647945
92,184736672,81376536
93,214223426,116410987
94,239926870,114486796
95,227079830,114524030
96,236178738,120002456
97,233710654,120412729
98,234016350,125152776
99,240056318,119152569
100,236259386,119633935
1,246148237,245504879
2,162292780,188304166
3,137214686,156357953
4,97533954,113468829
5,106317898,111618627
6,111134276,109849271
7,116113466,106193618
8,121326200,105684445
9,120700570,99535058
10,118062684,104618943
11,151759422,105377850
12,124152301,104654915
13,138561158,103881283
14,129159111,103400962
15,132215101,102561758
16,140719701,103393862
17,162306705,102075763
18,139986720,98653968
19,142329550,104278299
20,145677193,102800307
21,132316853,88943278
22,130961348,86617502
23,130822823,83724934
24,135359069,83495473
25,133329823,83968139
26,132631761,83937741
27,141122550,82274280
28,151791066,83233847
29,143100774,82346023
30,158455615,85264618
31,150272468,81655222
32,155743384,84661332
33,168713806,84635646
34,160196264,87795297
35,161925549,85626319
36,165353381,83364529
37,165606602,82313454
38,151907161,71411000
39,146024465,71010142
40,143273545,69174633
41,142888384,71231531
42,141949641,71040605
43,152192166,68321273
44,146605316,74899571
45,146381107,73866323
46,144421879,69971548
47,149045118,73670585
48,156179844,67866969
49,147619861,70942625
50,149856667,74435125
51,144781566,65444742
52,146758489,70424875
53,160241421,71566501
54,148034560,71980754
55,143216824,68687046
56,149463154,66283311
57,132437492,61989004
58,146570387,67279375
59,151445882,63235105
60,148143441,66691608
61,139967357,63264098
62,140312536,62326245
63,139652731,69071883
64,133426549,62192133
65,140158522,65707050
66,140644858,66456606
67,138716717,65374225
68,147357252,62521518
69,138000177,63883908
70,143816151,67389114
71,134146341,62400087
72,145160346,63737733
73,141538738,65338047
74,137591967,65229078
75,138964295,70665520
76,151470283,70188172
77,140608821,69246462
78,162974547,71662113
79,158034594,73028383
80,154081637,66706580
81,150979524,70660033
82,144246178,72897083
83,145919845,73612343
84,155176141,71930654
85,149279114,71307112
86,161068888,72878245
87,149459771,73586253
88,152235818,72859545
89,153837003,71934716
90,157202648,72167808
91,164884391,72412456
92,139148517,70009906
93,157190341,98615752
94,191318082,97997988
95,205870743,93188634
96,193840353,89652054
97,223086469,86853495
98,187585603,97472205
99,191306241,91843183
100,198772545,92370596
1,201963080,199142840
2,132808930,153254495
3,107960764,128478376
4,97448008,111173923
5,108553020,114527112
6,107978170,108649356
7,111403764,96957792
8,108026788,91211052
9,108723666,86893645
10,108313816,87184351
11,129383082,86252311
12,111572936,91752605
13,132988018,92820483
14,129439292,91396474
15,140566003,89264062
16,144118283,84966470
17,125582041,87044789
18,123865538,92829628
19,124080988,82924055
20,128089534,84017587
21,136906190,88540575
22,134730870,86334905
23,160358461,90053618
24,158445563,84299504
25,164481637,78571916
26,119512916,73252592
27,136146152,75200032
28,128454656,76886406
29,137494497,72504223
30,156171176,71221574
31,144930057,73694741
32,147405120,72947784
33,148489317,69994732
34,152658775,69556056
35,147700568,71913639
36,163667531,75182878
37,152899964,70997502
38,152861747,69840791
39,157980131,68777372
40,153141750,70863694
41,171085601,70455621
42,159238849,74525003
43,139897422,75882347
44,162111054,85955188
45,186309982,85805652
46,172524466,89119996
47,188224875,86697406
48,160967902,88445492
49,171247511,83434104
50,200671465,81594881
51,184330660,91212675
52,172054205,79146575
53,190952891,86577022
54,172789322,83001431
55,186323835,81774361
56,167118683,83455478
57,181652806,84484982
58,183220725,83571717
59,163521450,73710962
60,158155756,68434260
61,169000243,72374409
62,164214340,69495979
63,155248353,71924808
64,160834494,70810389
65,158319096,70583635
66,156794871,71471350
67,156409142,70858560
68,158592737,66557796
69,167595920,68315980
70,141088349,69000978
71,162265030,68511987
72,160261076,72936418
73,158836885,71166423
74,157185110,72328292
75,166437770,72287896
76,187984548,84295719
77,177978017,79146100
78,191757012,82622730
79,185707109,83774452
80,192185685,87242145
81,176271169,82564889
82,195532212,81381615
83,178964735,80111960
84,177618718,84816442
85,176753369,83187216
86,194492355,84389390
87,172379478,82533460
88,183817829,84971638
89,178734706,84681851
90,190169254,85164757
91,156634939,76024122
92,165228485,69759584
93,158444124,71321927
94,151000212,71759159
95,176103729,75413689
96,156852524,71277263
97,171559203,70562691
98,159660213,68647799
99,163775087,69056166
100,157594998,74169128
1,150610087,155874589
2,98514256,112839242
3,83630697,95850227
4,74104688,89946852
5,75444557,82869438
6,81637093,82372051
7,82845577,77624997
8,87078544,74043698
9,86772937,93843926
10,127483239,91794789
11,111080292,91295998
12,135019957,91218116
13,108642855,88740373
14,111961031,90485819
15,122064722,85065893
16,113409716,91549745
17,122495318,85078928
18,123916185,90178785
19,126492043,83952542
20,130392332,90254644
21,129212710,81426674
22,128802443,86674297
23,133801633,89064787
24,157730783,89243392
25,136439050,82495831
26,142029833,82985514
27,142017569,85087868
28,150175635,76029203
29,126556888,75699020
30,149182141,72001672
31,137417652,72574676
32,132788947,70450310
33,133252406,70927527
34,139867200,72112942
35,136108652,73625133
36,141947766,74040842
37,140394009,77365486
38,140180441,69747368
39,143418245,73637608
40,143191597,71343099
41,145867987,72216235
42,146040343,73799088
43,159485263,74110025
44,154632138,74853346
45,148298994,70824782
46,151306959,81499495
47,170556524,83996775
48,165933740,85390795
49,164389526,84224472
50,170336587,82303604
51,169004689,82376642
52,157681519,88620944
53,171110643,82117622
54,178019722,80945845
55,188275334,80126194
56,170126170,84240411
57,171857502,84672670
58,198785722,88138645
59,165988146,85027204
60,184283512,81535062
61,166741358,83596835
62,152573534,73856844
63,149690760,71805966
64,148946244,74648641
65,151665877,72605215
66,155887390,72985418
67,167222414,70335243
68,151959891,71068142
69,155215909,72265521
70,143504699,80165461
71,147693904,70273055
72,154172269,73749686
73,142800195,70821265
74,145724053,70750574
75,156707599,72429464
76,149625509,71359992
77,150641670,72721706
78,151409529,70748153
79,148991343,77152073
80,168990642,84937934
81,173401022,80114324
82,175864114,78077048
83,172777475,85263761
84,177407416,82443935
85,180216993,83424613
86,162597348,82286744
87,165143705,83427759
88,172877006,81087153
89,172277936,82314015
90,178296351,90575216
91,173576218,86359743
92,170723118,82781295
93,169850691,85438189
94,169340439,85250430
95,229823723,122889841
96,241540345,116763402
97,233647940,115351021
98,236618114,119561175
99,249609790,114829081
100,232397648,121709248
1,255330840,244839183
2,162587007,187524569
3,153215758,160386378
4,120772500,145463687
5,158991876,135006909
6,125205031,114634823
7,127662299,109050003
8,115709843,106640850
9,117212384,97981152
10,122611753,99101149
11,141260357,98577383
12,125256501,100079350
13,125220064,99118265
14,137031731,104130963
15,131736230,103135818
16,139041175,102406650
17,157603848,95658460
18,139869591,101139409
19,147788199,95023506
20,141586429,101755117
21,142445765,100951948
22,146354213,99883281
23,144485669,85522027
24,133645645,90003552
25,135659973,84441277
26,138298787,83218176
27,144400902,100199345
28,152905903,97958638
29,161166455,98908870
30,150114072,84294579
31,161629541,86580223
32,153788322,84452485
33,157975545,86977308
34,157678657,79588844
35,168209631,83299734
36,161585275,89417791
37,168529369,86651231
38,170946444,86855170
39,177626326,75922855
40,141279983,74352460
41,143472266,72738295
42,149827722,75100106
43,150955712,70974920
44,152797747,71492865
45,152672312,69007146
46,146862939,75345587
47,151795336,71660217
48,149848103,72410996
49,149886091,69029932
50,151365139,73663917
51,145322892,72646916
52,146402890,69965457
53,149502645,72029014
54,142233716,69399115
55,170809266,70882030
56,142453444,69169576
57,144842915,68259640
58,144345466,66409114
59,140520823,66197992
60,131344514,65314388
61,144232141,63267948
62,138379279,64993341
63,135611967,60477294
64,150612879,62828981
65,139108320,62803518
66,149915182,62565610
67,135691686,65142463
68,146291765,66102654
69,147716457,64107523
70,133293373,66608690
71,140384593,67429231
72,140289886,64940280
73,138735921,66531937
74,135661208,64124099
75,136515276,64558099
